Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
ABVX,Healthcare,114.02,0.35,64.11,69.97,Neutral,5.44,102.8168,Bullish,★★★★☆ →,15.59,0.0,10.9,No,Likely soon,Not imminent,2.5,Increasing,1.0,15.59,4.2854,3.4668,0.8186,88.21,78.17,61.3253,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP,117.58,High,,76.0,,-
DVN,Energy,35.12,0.13,64.1,60.36,Neutral,2.9,33.9929,Bullish,★★★★☆ →,7.88,0.0,3.3,No,Not expected,Not imminent,2.2,Increasing,0.0,7.88,0.6446,0.385,0.2596,87.07,88.73,33.2669,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,35.67,Low,,190.0,,-
CDP,Real Estate,28.94,1.01,64.09,55.27,Neutral,1.97,28.6688,Neutral,★★★★☆ →,1.3,0.0,0.95,No,Not expected,Not imminent,1.7,Increasing,0.0,1.3,0.141,0.1281,0.013,80.03,81.08,27.9236,Bullish MACD; Above VWAP,29.02,Low,,574.0,,-
PBA,Energy,38.76,0.86,64.04,55.06,Neutral,1.84,38.1706,Bullish,★★★★☆ →,4.03,0.0,1.54,No,Not expected,Not imminent,1.9,Increasing,0.02,4.03,0.0932,-0.1164,0.2096,89.16,85.07,37.4592,Bullish MACD; Bullish Stochastic; Above VWAP,39.07,Low,,347.0,,-
RAL,Technology,46.43,-0.11,63.86,58.01,Neutral,3.85,45.4682,Bullish,★★★★☆ →,7.53,0.0,2.12,No,Not expected,Not imminent,1.6,Increasing,0.01,7.53,0.8269,0.8114,0.0155,67.16,72.73,45.6878,Healthy momentum; Bullish MACD; Above VWAP,47.13,Low,,198.5,,-
SEE,Consumer Cyclical,41.84,-0.19,63.85,71.48,Overbought,3.84,37.7484,Bullish,★★★★☆ ↓,16.97,0.0,10.84,No,Likely soon,Not imminent,1.9,Increasing,0.2,16.97,1.9294,1.209,0.7204,83.56,84.32,32.4896,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,43.26,High,,65.0,,-
OUT,Real Estate,21.81,1.16,63.7,74.7,Overbought,3.6,19.734,Bullish,★★★★☆ ↓,24.42,0.0,10.52,No,Likely soon,Not imminent,1.9,Increasing,0.2,24.42,1.053,0.7319,0.3211,93.21,94.3,17.2146,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,22.88,High,,29.0,,-
CNX,Energy,36.44,0.9,63.54,65.67,Neutral,3.1,34.9423,Bullish,★★★★☆ →,6.32,0.0,4.3,No,Not expected,Not imminent,2.0,Increasing,0.0,6.32,0.9509,0.9157,0.0352,78.57,81.71,31.7081,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,36.91,Low,,246.0,,-
VIPS,Consumer Cyclical,19.31,-1.51,63.52,55.21,Neutral,3.26,19.0035,Bullish,★★★★☆ →,7.61,0.0,1.59,No,Not expected,Not imminent,2.0,Increasing,0.02,7.61,0.2634,0.1591,0.1043,80.23,83.87,15.1896,Healthy momentum; Bullish MACD; Above VWAP,19.6,Low,,193.5,,-
ALL,Financial Services,211.37,1.03,63.44,63.95,Neutral,1.97,203.5012,Bullish,★★★★☆ →,8.25,0.0,3.86,No,Not expected,Not imminent,2.0,Increasing,0.02,8.25,3.8762,2.0891,1.7871,86.48,91.61,196.6597,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,214.85,Low,,181.0,,-
LLYX,Unknown,24.97,3.31,63.44,83.49,Overbought,6.13,20.6352,Bullish,★★★★☆ ↓,30.6,0.0,21.01,Possible,Likely soon,Imminent,2.1,Increasing,0.0,30.6,2.0606,1.6841,0.3765,96.48,95.92,14.5924,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,26.5,High,,16.0,,-
CCEP,Consumer Defensive,89.72,-0.31,63.37,53.11,Neutral,2.15,89.2286,Neutral,★★★★☆ →,4.82,0.0,0.56,No,Not expected,Not imminent,2.1,Increasing,0.01,4.82,0.5367,0.4311,0.1057,68.03,71.83,85.2611,Bullish MACD; Above VWAP,90.59,Low,,294.5,,-
CNQ,Energy,33.73,1.2,63.29,67.65,Neutral,2.18,32.2521,Bullish,★★★★☆ →,7.52,0.0,4.58,No,Not expected,Not imminent,2.1,Increasing,0.01,7.52,0.5263,0.3069,0.2194,90.46,90.06,30.5231,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,34.24,Low,,200.0,,-
TXNM,Utilities,57.74,-0.1,63.25,70.98,Overbought,0.42,57.276,Neutral,★★★★☆ ↓,1.4,0.0,0.82,No,Not expected,Not imminent,1.7,Increasing,0.2,1.4,0.27,0.2394,0.0307,88.07,84.4,53.2176,Bullish MACD; Bullish Stochastic; Above VWAP,57.91,High,,565.5,,-
GTLS,Industrials,203.41,-0.06,63.18,77.44,Overbought,0.4,201.5776,Neutral,★★★★☆ ↓,1.97,0.0,0.91,Possible,Not expected,Not imminent,2.1,Increasing,0.0,1.97,1.013,0.7228,0.2902,93.01,94.83,184.3898,Bullish MACD; Above VWAP,204.21,High,,513.0,,-
HTHT,Consumer Cyclical,44.72,-0.48,63.14,70.77,Overbought,3.74,41.9632,Bullish,★★★★☆ ↓,11.31,0.0,6.58,No,Not expected,Not imminent,1.9,Increasing,0.14,11.31,1.5673,1.3471,0.2203,82.99,84.38,34.4263,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,45.74,High,,122.0,,-
OCUL,Healthcare,11.71,-1.51,63.13,53.62,Neutral,4.52,11.4098,Bullish,★★★★☆ →,7.43,0.0,2.63,No,Not expected,Not imminent,1.8,Increasing,0.01,7.43,0.0392,-0.0863,0.1254,74.07,65.19,9.9424,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,11.88,Low,,204.0,,-
GPCR,Healthcare,36.23,-3.23,63.06,66.06,Neutral,5.74,33.131,Bullish,★★★★☆ →,6.53,0.0,9.35,No,Likely soon,Not imminent,1.9,Increasing,0.5,6.53,1.815,1.6581,0.1569,87.38,89.81,24.4077,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,36.7,High,,237.5,,-
NYT,Communication Services,63.91,1.49,63.06,73.27,Overbought,2.3,60.5272,Bullish,★★★★☆ ↓,10.67,0.0,5.59,No,Not expected,Not imminent,2.3,Increasing,0.17,10.67,1.7752,1.4768,0.2984,87.01,89.9,53.7618,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,65.27,High,,134.0,,-
HAE,Healthcare,74.29,-0.04,63.05,87.68,Overbought,4.2,63.4956,Bullish,★★★★☆ ↓,47.46,0.0,17.0,Possible,Likely soon,Not imminent,2.4,Increasing,0.0,47.46,5.9119,4.7954,1.1166,96.08,95.71,63.9751,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,81.34,High,,7.0,,-
DAY,Technology,68.9,0.11,63.01,59.37,Neutral,0.42,68.6789,Neutral,★★★★☆ →,0.43,0.0,0.33,No,Not expected,Not imminent,1.8,Increasing,0.0,0.43,0.1113,0.0791,0.0322,70.31,72.48,64.0581,Bullish MACD; Above VWAP,68.96,Low,,664.0,,-
SCHD,Unknown,27.06,0.21,62.93,53.48,Neutral,1.06,26.9446,Neutral,★★★★☆ →,2.33,0.0,0.42,No,Not expected,Not imminent,1.5,Increasing,0.0,2.33,0.0733,0.0224,0.0509,66.57,73.18,26.6344,Bullish MACD; Above VWAP,27.18,Low,,491.5,,-
INVA,Healthcare,22.0,0.14,62.78,76.41,Overbought,3.51,20.213,Bullish,★★★★☆ ↓,21.21,0.0,8.84,Possible,Likely soon,Not imminent,2.4,Increasing,0.14,21.21,1.0575,0.8733,0.1843,87.0,89.13,18.9048,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,22.93,High,,35.0,,-
APGE,Healthcare,64.18,-1.0,62.75,71.86,Overbought,5.58,58.3104,Bullish,★★★★☆ ↓,19.07,0.0,10.07,No,Likely soon,Not imminent,1.7,Increasing,0.2,19.07,3.0435,2.522,0.5215,82.05,84.06,41.6897,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,66.63,High,,47.0,,-
HSY,Consumer Defensive,182.32,1.86,62.75,58.06,Neutral,3.09,176.0128,Bullish,★★★★☆ →,10.71,0.0,3.59,No,Not expected,Not imminent,2.0,Increasing,0.02,10.71,0.8056,-1.6621,2.4677,84.21,81.95,168.9388,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,186.23,Low,,132.0,,-
MCD,Consumer Cyclical,305.33,0.14,62.72,52.42,Neutral,1.76,303.9988,Neutral,★★★★☆ →,2.05,0.0,0.44,No,Not expected,Not imminent,1.9,Increasing,0.0,2.05,0.7939,0.2916,0.5023,69.36,74.1,299.6514,Bullish MACD; Above VWAP,306.58,Low,,503.5,,-
RY,Financial Services,148.45,0.9,62.64,57.78,Neutral,1.3,146.9089,Bullish,★★★★☆ →,1.84,0.0,1.05,No,Not expected,Not imminent,2.0,Increasing,0.05,1.84,0.3119,0.1726,0.1392,67.72,64.01,126.399,Bullish MACD; Bullish Stochastic; Above VWAP,149.0,Low,,526.0,,-
AEO,Consumer Cyclical,17.33,-1.9,62.57,55.25,Neutral,4.35,17.0171,Bullish,★★★★☆ →,7.08,0.0,1.81,No,Not expected,Not imminent,1.6,Increasing,0.0,7.08,0.3026,0.2948,0.0078,67.7,70.35,13.5994,Healthy momentum; Bullish MACD; Above VWAP,17.57,Low,,215.0,,-
DHT,Energy,13.75,1.25,62.54,70.24,Overbought,2.6,13.1488,Bullish,★★★★☆ ↓,6.92,0.0,4.57,No,Not expected,Not imminent,2.0,Decreasing,1.0,6.92,0.2876,0.2875,0.0001,86.22,85.71,11.0544,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP,13.94,High,,221.0,,-
PR,Energy,13.6,-0.62,62.53,60.94,Neutral,3.1,13.0588,Bullish,★★★★☆ →,9.55,0.0,4.11,No,Not expected,Not imminent,1.9,Increasing,0.0,9.55,0.2731,0.1777,0.0955,91.79,86.85,13.2737,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,13.85,Low,,153.0,,-
ELME,Real Estate,16.76,0.48,62.5,52.79,Neutral,1.32,16.6893,Neutral,★★★☆☆ →,1.39,0.0,0.42,No,Not expected,Not imminent,1.7,Increasing,0.01,1.39,0.0303,0.0074,0.023,74.98,77.14,16.0851,Bullish MACD; Above VWAP,16.81,Low,,569.0,,-
PBR,Energy,13.08,-0.3,62.39,63.57,Neutral,2.75,12.5736,Bullish,★★★☆☆ →,10.57,0.0,4.03,No,Not expected,Not imminent,2.2,Increasing,0.0,10.57,0.3093,0.2387,0.0706,75.71,74.39,12.139,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,13.36,Low,,137.5,,-
AVDL,Healthcare,23.05,0.13,62.03,85.04,Overbought,2.37,19.4942,Bullish,★★★☆☆ ↓,21.96,0.0,18.24,Possible,Likely soon,Not imminent,2.0,Increasing,0.2,21.96,1.3448,0.9129,0.4319,92.71,95.48,12.8422,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,24.06,High,,33.0,,-
HASI,Financial Services,33.65,1.97,62.03,66.49,Neutral,3.63,31.314,Bullish,★★★☆☆ →,18.15,0.0,7.46,No,Not expected,Not imminent,2.0,Increasing,0.12,18.15,1.1942,0.8854,0.3088,87.9,87.25,27.066,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,34.87,Low,,57.0,,-
MUR,Energy,29.53,0.14,61.98,57.59,Neutral,3.93,28.4937,Bullish,★★★☆☆ →,11.38,0.0,3.64,No,Not expected,Not imminent,2.1,Increasing,0.0,11.38,0.4925,0.2664,0.2261,88.07,86.2,25.0097,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,30.2,Low,,121.0,,-
ACAD,Healthcare,23.85,-0.65,61.96,59.59,Neutral,4.49,22.9004,Bullish,★★★☆☆ →,9.18,0.0,4.17,No,Not expected,Not imminent,1.6,Increasing,0.01,9.18,0.5244,0.392,0.1325,86.91,86.82,20.1182,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,24.29,Low,,163.0,,-
CGON,Healthcare,42.35,2.67,61.71,56.53,Neutral,6.37,40.6619,Bullish,★★★☆☆ →,8.4,0.0,4.15,No,Not expected,Not imminent,1.8,Increasing,0.02,8.4,-0.0558,-0.3189,0.2631,71.11,53.82,29.1553,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,43.06,High,,179.0,,-
RDN,Financial Services,34.71,1.2,61.71,51.82,Neutral,2.57,34.5778,Neutral,★★★☆☆ →,1.17,0.0,0.38,No,Not expected,Not imminent,2.0,Increasing,0.02,1.17,0.1962,0.1926,0.0036,61.93,69.88,33.0125,Bullish MACD; Above VWAP,34.79,Low,,583.5,,-
IDYA,Healthcare,34.07,2.19,61.69,70.12,Overbought,4.53,31.1752,Bullish,★★★☆☆ ↓,11.78,0.0,9.29,No,Likely soon,Not imminent,2.0,Decreasing,1.0,11.78,0.9291,0.7222,0.2068,79.13,71.66,22.973,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP,34.87,High,,114.0,,-
HQY,Healthcare,103.0,2.82,61.66,66.36,Neutral,2.91,97.4146,Bullish,★★★☆☆ →,8.38,0.0,5.73,No,Not expected,Imminent,1.8,Increasing,0.0,8.38,2.02,1.3776,0.6425,93.12,89.81,96.0465,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,104.72,Low,,180.0,,-
XHR,Real Estate,13.54,0.0,61.65,53.71,Neutral,3.33,13.3917,Bullish,★★★☆☆ →,8.06,0.0,1.11,No,Not expected,Not imminent,2.0,Increasing,0.0,8.06,0.1806,0.1293,0.0513,84.44,89.02,12.8317,Healthy momentum; Bullish MACD; Above VWAP,13.76,Low,,183.5,,-
YUMC,Consumer Cyclical,47.5,2.41,61.61,67.95,Neutral,2.34,45.1067,Bullish,★★★☆☆ →,5.98,0.0,5.31,No,Not expected,Imminent,1.8,Increasing,0.0,5.98,0.7804,0.4629,0.3174,92.56,92.98,45.9847,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,48.07,Low,,258.0,,-
UGI,Utilities,34.74,0.09,61.54,66.08,Neutral,1.74,34.0338,Bullish,★★★☆☆ →,3.09,0.0,2.08,No,Not expected,Not imminent,2.4,Decreasing,0.01,3.09,0.4028,0.3536,0.0492,80.58,84.68,31.8606,Bullish MACD; Above VWAP,34.95,Low,,427.0,,-
CLDX,Healthcare,25.62,-1.46,61.54,52.49,Neutral,5.13,25.0836,Bullish,★★★☆☆ →,7.42,0.0,2.14,No,Not expected,Not imminent,1.6,Increasing,0.0,7.42,-0.0858,-0.4179,0.3321,71.9,57.02,22.8414,Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,26.0,High,,205.5,,-
CNK,Communication Services,29.33,-0.88,61.46,58.13,Neutral,3.89,28.573,Bullish,★★★☆☆ →,9.64,0.0,2.65,No,Not expected,Not imminent,1.8,Increasing,0.0,9.64,0.6724,0.6447,0.0277,73.72,77.7,28.4625,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,29.89,Low,,151.0,,-
CRNX,Healthcare,43.35,-0.39,61.23,54.7,Neutral,4.76,42.404,Bullish,★★★☆☆ →,1.98,0.0,2.23,No,Not expected,Not imminent,1.9,Increasing,0.0,1.98,0.2261,0.1391,0.087,74.23,65.66,37.2835,Bullish MACD; Bullish Stochastic; Above VWAP,43.52,Low,,510.5,,-
APA,Energy,24.38,-0.02,61.04,56.6,Neutral,3.72,23.702,Bullish,★★★☆☆ →,10.34,0.0,2.84,No,Not expected,Not imminent,2.2,Increasing,0.02,10.34,0.4071,0.2681,0.139,69.18,70.75,20.0147,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,24.88,Low,,142.0,,-
EXC,Utilities,46.47,-0.27,60.94,54.8,Neutral,2.1,46.0958,Neutral,★★★☆☆ →,1.08,0.0,0.82,No,Not expected,Not imminent,2.2,Increasing,0.03,1.08,-0.0234,-0.1113,0.088,52.77,40.94,42.4427,Bullish MACD; Bullish Stochastic; Above VWAP,46.58,Low,,598.0,,-
PLNT,Consumer Cyclical,103.47,1.21,60.91,56.79,Neutral,3.57,100.4412,Bullish,★★★☆☆ →,13.3,0.0,3.02,No,Not expected,Not imminent,1.8,Increasing,0.01,13.3,2.2779,1.8646,0.4133,67.61,73.82,101.0367,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,106.22,Low,,96.0,,-
CBOE,Financial Services,260.2,0.9,60.91,68.19,Neutral,2.14,251.7327,Bullish,★★★☆☆ →,3.97,0.0,3.36,No,Not expected,Not imminent,2.1,Decreasing,0.14,3.97,4.5741,4.2829,0.2912,86.58,87.51,223.5278,Strong trend; Bullish MACD; Above VWAP,262.26,Low,,352.5,,-
SOLV,Healthcare,76.08,-0.14,60.8,66.08,Neutral,2.59,72.6195,Bullish,★★★☆☆ →,10.92,0.0,4.77,No,Not expected,Not imminent,1.8,Increasing,0.0,10.92,1.422,0.5504,0.8715,96.03,94.38,72.4058,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,77.74,Low,,128.0,,-
SNDX,Healthcare,17.2,0.12,60.72,62.85,Neutral,7.41,15.7539,Bullish,★★★☆☆ →,12.05,0.0,9.18,No,Likely soon,Not imminent,2.1,Increasing,0.12,12.05,0.6646,0.4022,0.2624,79.73,76.96,13.3967,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,17.61,High,,111.0,,-
WRB,Financial Services,77.56,0.59,60.55,65.09,Neutral,1.56,75.5194,Bullish,★★★☆☆ →,4.73,0.0,2.7,No,Not expected,Not imminent,2.4,Decreasing,0.03,4.73,0.8248,0.4006,0.4241,91.03,91.44,68.3885,Strong trend; Bullish MACD; Above VWAP,78.29,Low,,300.0,,-
COGT,Healthcare,34.14,1.16,60.51,83.04,Overbought,9.99,24.6008,Bullish,★★★☆☆ ↓,141.61,0.0,38.78,Possible,Likely soon,Not imminent,2.0,Increasing,0.14,141.61,4.9497,3.5716,1.3781,88.98,89.49,12.2582,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,43.81,High,,3.0,,-
PTGX,Healthcare,86.03,1.48,60.51,67.73,Neutral,3.66,80.2772,Bullish,★★★☆☆ →,12.45,0.0,7.16,No,Not expected,Not imminent,1.9,Increasing,0.03,12.45,2.6092,2.3765,0.2327,84.95,80.65,54.0737,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,88.17,Low,,107.0,,-
STOK,Healthcare,28.06,4.12,60.46,53.51,Neutral,8.9,27.0326,Bullish,★★★☆☆ →,10.73,0.0,3.8,No,Not expected,Not imminent,2.4,Increasing,0.03,10.73,-0.515,-1.0309,0.5159,55.21,48.51,15.9667,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,28.66,High,,131.0,,-
GUSH,Unknown,23.76,-0.54,60.46,52.82,Neutral,4.59,23.3929,Bullish,★★★☆☆ →,8.0,0.0,1.57,No,Not expected,Not imminent,2.1,Increasing,0.0,8.0,0.3875,0.2536,0.1339,73.19,75.52,23.6828,Healthy momentum; Bullish MACD; Above VWAP,24.14,Low,,185.5,,-
TGNA,Communication Services,19.96,0.45,60.4,49.38,Neutral,1.16,19.9536,Neutral,★★★☆☆ →,0.81,0.0,0.03,No,Not expected,Not imminent,1.9,Increasing,0.01,0.81,0.0026,-0.0146,0.0172,61.11,65.09,18.6434,Bullish MACD; Above VWAP,19.99,Low,,623.5,,-
KO,Consumer Defensive,71.03,0.5,60.32,60.37,Neutral,1.42,69.9347,Bullish,★★★☆☆ →,3.45,0.0,1.57,No,Not expected,Not imminent,1.7,Decreasing,0.0,3.45,0.6161,0.5882,0.0279,77.94,80.33,67.2978,Bullish MACD; Above VWAP,71.52,Low,,389.0,,-
YOU,Technology,35.1,-0.44,60.24,55.3,Neutral,5.0,34.3651,Bullish,★★★☆☆ →,14.2,0.0,2.12,No,Not expected,Not imminent,2.3,Increasing,0.14,14.2,1.0522,0.9628,0.0894,64.09,76.22,27.697,Healthy momentum; Bullish MACD; Above VWAP,36.09,Low,,88.0,,-
BITI,Unknown,22.08,-1.71,60.17,65.86,Neutral,3.79,20.2604,Bullish,★★★☆☆ →,7.17,0.0,8.96,No,Likely soon,Not imminent,1.9,Increasing,0.0,7.17,0.7929,0.5533,0.2395,93.1,95.03,20.9065,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,22.39,Low,,213.0,,-
NVRI,Industrials,13.05,-2.68,59.95,55.66,Neutral,5.17,12.8027,Bullish,★★★☆☆ →,10.13,0.0,1.93,No,Not expected,Not imminent,2.1,Increasing,0.12,10.13,0.2149,0.1503,0.0646,78.6,79.09,9.1362,Healthy momentum; Bullish MACD; Above VWAP,13.31,High,,146.0,,-
KALV,Healthcare,14.41,-3.03,59.86,71.08,Overbought,5.37,12.2708,Bullish,★★★☆☆ ↓,33.92,0.0,17.43,No,Likely soon,Not imminent,2.1,Increasing,0.01,33.92,0.8111,0.3233,0.4878,92.69,92.76,12.5148,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,15.39,High,,13.0,,-
EQT,Energy,58.34,-1.19,59.86,58.48,Neutral,3.22,57.1415,Bullish,★★★☆☆ →,4.77,0.0,2.1,No,Not expected,Not imminent,2.0,Decreasing,0.14,4.77,1.2945,1.2437,0.0508,78.81,85.22,51.6284,Bullish MACD; Above VWAP,58.9,Low,,297.0,,-
SOBO,Energy,27.96,1.3,59.85,65.01,Neutral,1.86,26.6323,Bullish,★★★☆☆ →,10.69,0.0,4.99,No,Not expected,Imminent,1.9,Increasing,0.02,10.69,0.3228,-0.0138,0.3366,96.08,88.07,25.2611,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,28.56,Low,,133.0,,-
GMED,Healthcare,83.34,-0.36,59.81,77.72,Overbought,4.5,73.7869,Bullish,★★★☆☆ ↓,35.16,0.0,12.95,Possible,Likely soon,Not imminent,1.7,Increasing,0.0,35.16,5.84,5.017,0.823,87.88,88.84,68.7169,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,89.2,High,,12.0,,-
EWTX,Healthcare,22.32,0.25,59.78,71.0,Overbought,7.01,19.013,Bullish,★★★☆☆ ↓,28.8,0.0,17.37,No,Likely soon,Not imminent,1.7,Increasing,0.0,28.8,1.5593,1.154,0.4054,80.49,83.06,19.0659,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,23.6,High,,17.0,,-
CWEN,Utilities,36.31,-0.01,59.72,78.92,Overbought,2.52,34.161,Bullish,★★★☆☆ ↓,11.77,0.0,6.31,Possible,Not expected,Not imminent,2.2,Decreasing,0.5,11.77,1.1047,0.9939,0.1108,94.92,94.82,28.9402,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,37.17,High,,115.0,,-
MH,Consumer Defensive,16.17,5.93,59.71,73.45,Overbought,5.55,13.1365,Bullish,★★★☆☆ ↓,48.39,0.0,23.13,No,Likely soon,Not imminent,1.8,Increasing,0.01,48.39,1.0003,0.338,0.6623,85.76,89.21,14.2932,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,17.74,High,,6.0,,-
EMLC,Unknown,25.57,0.04,59.59,60.98,Neutral,0.29,25.4713,Neutral,★★★☆☆ →,1.27,0.0,0.39,No,Not expected,Not imminent,2.1,Decreasing,0.17,1.27,0.0584,0.0512,0.0072,76.19,81.15,23.9302,Bullish MACD; Above VWAP,25.63,Low,,576.5,,-
EIX,Utilities,58.42,1.14,59.54,59.41,Neutral,1.99,57.1756,Bullish,★★★☆☆ →,4.88,0.0,2.18,No,Not expected,Not imminent,1.9,Decreasing,0.0,4.88,0.6424,0.5346,0.1078,81.95,86.9,55.3742,Bullish MACD; Above VWAP,58.99,Low,,291.5,,-
ABT,Healthcare,130.07,0.03,59.51,57.4,Neutral,1.56,128.0158,Bullish,★★★☆☆ →,3.39,0.0,1.6,No,Not expected,Not imminent,2.1,Decreasing,0.0,3.39,0.752,-0.0948,0.8468,85.08,90.38,127.1321,Bullish MACD; Above VWAP,130.95,Low,,398.5,,-
ACGL,Financial Services,92.29,0.53,59.51,63.07,Neutral,1.71,89.8422,Bullish,★★★☆☆ →,5.52,0.0,2.73,No,Not expected,Not imminent,1.7,Decreasing,0.0,5.52,1.1943,0.6433,0.551,85.84,89.29,91.004,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,93.31,Low,,271.0,,-
DGX,Healthcare,186.41,0.12,59.36,57.2,Neutral,2.24,183.3981,Bullish,★★★☆☆ →,4.71,0.0,1.64,No,Not expected,Not imminent,1.8,Decreasing,0.03,4.71,1.6255,0.7636,0.8619,71.77,73.73,170.1577,Bullish MACD; Above VWAP,188.17,Low,,302.0,,-
ONDS,Technology,6.92,10.56,59.35,51.17,Neutral,12.93,6.6312,Bullish,★★★☆☆ →,16.03,0.0,4.29,No,Not expected,Not imminent,2.5,Increasing,0.02,16.03,-0.1271,-0.3609,0.2338,63.01,55.5,5.0726,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,7.14,High,,70.0,,-
BNL,Real Estate,18.28,0.38,59.35,51.85,Neutral,1.77,18.2118,Neutral,★★★☆☆ →,1.61,0.0,0.37,No,Not expected,Not imminent,1.9,Increasing,0.03,1.61,-0.0025,-0.0405,0.038,73.27,63.07,16.3057,Bullish MACD; Bullish Stochastic; Above VWAP,18.34,Low,,549.0,,-
SDRL,Energy,31.16,1.66,59.35,53.58,Neutral,4.99,30.4323,Bullish,★★★☆☆ →,0.81,0.0,2.39,No,Not expected,Not imminent,1.8,Increasing,0.0,0.81,-0.0265,-0.1795,0.153,65.46,53.93,29.1391,Bullish MACD; Bullish Stochastic; Above VWAP,31.21,Low,,623.5,,-
CARG,Consumer Cyclical,35.12,0.43,59.32,49.87,Neutral,4.07,35.0891,Neutral,★★★☆☆ →,3.36,0.0,0.09,No,Not expected,Not imminent,1.9,Increasing,0.0,3.36,0.0521,-0.0887,0.1408,70.9,74.76,33.26,Bullish MACD; Above VWAP,35.36,Low,,403.0,,-
TEVA,Healthcare,24.65,0.22,59.16,68.54,Neutral,4.13,23.0263,Bullish,★★★☆☆ →,20.45,0.0,7.03,No,Not expected,Not imminent,2.1,Increasing,0.14,20.45,1.1886,1.1803,0.0083,77.25,83.73,17.9991,Strong trend; Healthy momentum; Bullish MACD; Above VWAP,25.65,Low,,41.0,,-
EYPT,Healthcare,13.81,5.1,59.09,63.09,Neutral,7.7,12.1882,Bullish,★★★☆☆ →,11.46,0.0,13.31,No,Likely soon,Imminent,2.2,Increasing,0.02,11.46,0.2012,-0.1063,0.3074,82.14,67.76,9.2903,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP,14.13,High,,119.0,,-
JMST,Unknown,50.94,0.05,59.05,67.62,Neutral,0.1,50.8883,Neutral,★★★☆☆ →,0.14,0.0,0.11,No,Not expected,Not imminent,2.2,Increasing,1.0,0.14,0.0216,0.0176,0.0039,77.9,81.88,50.2509,Recent high; Bullish MACD; Above VWAP,50.96,Low,,718.5,,-
