Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
RAL,Technology,46.48,-2.06,71.43,58.33,Neutral,3.89,45.367,Bullish,★★★★☆ →,4.97,0.0,2.45,No,Not expected,Not imminent,1.6,Increasing,0.01,4.97,Balanced metrics,46.94,Low,,259.0,,-
COR,Healthcare,365.0,0.85,71.42,77.1,Overbought,2.44,348.5913,Bullish,★★★★☆ ↓,7.24,0.0,4.71,Possible,Not expected,Not imminent,2.2,Increasing,1.0,7.24,Strong trend; Healthy momentum; Recent high,370.29,High,,175.0,,-
AEP,Utilities,123.72,2.0,71.38,69.15,Neutral,1.86,119.6842,Bullish,★★★★☆ →,3.98,0.0,3.37,No,Not expected,Imminent,2.2,Increasing,1.0,3.98,Strong trend; Recent high,124.7,Low,,316.0,,-
ELV,Healthcare,330.91,1.56,71.37,52.32,Neutral,3.35,326.7077,Bullish,★★★★☆ →,5.66,0.0,1.29,No,Not expected,Not imminent,1.9,Increasing,0.0,5.66,Healthy momentum,334.66,Low,,223.5,,-
VGSH,Unknown,58.74,0.03,71.36,58.24,Neutral,0.09,58.7028,Neutral,★★★★☆ →,0.14,0.0,0.06,No,Not expected,Not imminent,2.0,Increasing,0.04,0.14,Balanced metrics,58.76,Low,,646.0,,-
INSM,Healthcare,197.4,2.16,71.36,71.97,Overbought,4.21,182.9672,Bullish,★★★★☆ ↓,6.0,0.0,7.89,No,Not expected,Not imminent,2.4,Increasing,1.0,6.0,Strong trend; Healthy momentum; Recent high,199.77,High,,213.5,,-
MRUS,Healthcare,95.88,-0.07,71.25,78.68,Overbought,0.4,94.5673,Bullish,★★★★☆ ↓,1.16,0.0,1.39,No,Not expected,Not imminent,1.6,Increasing,0.2,1.16,Balanced metrics,96.1,High,,525.0,,-
HALO,Healthcare,70.56,0.76,71.24,60.29,Neutral,3.47,68.5938,Bullish,★★★★☆ →,6.59,0.0,2.87,No,Not expected,Not imminent,2.3,Increasing,0.02,6.59,Strong trend; Healthy momentum,71.49,Low,,190.5,,-
MAR,Consumer Cyclical,282.89,-0.99,71.23,57.56,Neutral,2.54,278.5598,Bullish,★★★★☆ →,7.2,0.0,1.55,No,Not expected,Not imminent,1.7,Increasing,0.0,7.2,Healthy momentum,286.96,Low,,176.0,,-
CL,Consumer Defensive,78.81,0.97,71.15,52.87,Neutral,1.96,78.0763,Neutral,★★★★☆ →,5.11,0.0,0.94,No,Not expected,Not imminent,1.9,Increasing,0.0,5.11,Healthy momentum,79.62,Low,,251.5,,-
TRP,Energy,54.51,-1.3,71.13,64.8,Neutral,1.82,52.6176,Bullish,★★★★☆ →,8.89,0.0,3.6,No,Not expected,Not imminent,2.1,Increasing,0.25,8.89,Strong trend; Healthy momentum,55.48,Low,,138.0,,-
MNST,Consumer Defensive,71.84,0.74,71.11,62.91,Neutral,2.67,69.377,Bullish,★★★★☆ →,8.01,0.0,3.55,No,Not expected,Not imminent,2.0,Increasing,0.14,8.01,Strong trend; Healthy momentum,72.99,Low,,153.0,,-
SBRA,Real Estate,18.59,-0.32,71.09,53.75,Neutral,2.88,18.4454,Neutral,★★★★☆ →,3.91,0.0,0.78,No,Not expected,Not imminent,1.9,Increasing,0.01,3.91,Balanced metrics,18.74,Low,,322.5,,-
RYAN,Financial Services,56.59,0.25,71.07,55.49,Neutral,3.06,55.5501,Bullish,★★★★☆ →,6.39,0.0,1.87,No,Not expected,Not imminent,2.1,Increasing,0.0,6.39,Healthy momentum,57.31,Low,,197.0,,-
NI,Utilities,43.18,0.7,70.99,52.53,Neutral,2.17,43.0601,Neutral,★★★★☆ →,1.41,0.0,0.28,No,Not expected,Not imminent,2.1,Increasing,0.14,1.41,Balanced metrics,43.3,Low,,497.0,,-
TJX,Consumer Cyclical,145.18,-0.62,70.94,56.52,Neutral,1.7,143.9368,Neutral,★★★★☆ →,3.7,0.0,0.86,No,Not expected,Not imminent,2.1,Increasing,0.17,3.7,Balanced metrics,146.25,Low,,331.5,,-
TD,Financial Services,81.45,0.12,70.9,54.43,Neutral,1.47,81.1204,Neutral,★★★★☆ →,-0.59,0.0,0.41,No,Not expected,Not imminent,2.4,Increasing,0.17,-0.59,Balanced metrics,81.35,Low,,820.0,,-
UNG,Unknown,14.12,-3.02,70.88,56.86,Neutral,3.72,13.7611,Bullish,★★★★☆ →,2.62,0.0,2.61,No,Not expected,Not imminent,1.9,Increasing,0.0,2.62,Strong trend,14.19,Low,,398.0,,-
IMAX,Communication Services,35.17,0.49,70.85,64.08,Neutral,3.4,33.9139,Bullish,★★★★☆ →,7.78,0.0,3.7,No,Not expected,Not imminent,2.2,Increasing,0.17,7.78,Strong trend; Healthy momentum,35.72,Low,,161.0,,-
VTEB,Unknown,50.34,0.14,70.8,54.63,Neutral,0.23,50.3279,Neutral,★★★★☆ →,0.06,0.0,0.02,No,Not expected,Not imminent,2.0,Increasing,0.14,0.06,Balanced metrics,50.35,Low,,678.0,,-
PTCT,Healthcare,75.6,0.4,70.79,77.42,Overbought,3.58,70.9466,Bullish,★★★★☆ ↓,11.29,0.0,6.56,No,Not expected,Not imminent,1.9,Increasing,1.0,11.29,Strong trend; Healthy momentum; Recent high,77.31,High,,104.5,,-
TXRH,Consumer Cyclical,169.71,1.41,70.78,53.32,Neutral,3.07,167.321,Bullish,★★★★☆ →,5.38,0.0,1.43,No,Not expected,Not imminent,1.8,Increasing,0.0,5.38,Healthy momentum,171.54,Low,,237.5,,-
HYMB,Unknown,25.09,0.16,70.77,54.12,Neutral,0.34,25.0834,Neutral,★★★★☆ →,0.0,0.0,0.03,No,Not expected,Not imminent,2.0,Increasing,0.14,0.0,Balanced metrics,,Low,,695.0,,-
ED,Utilities,103.85,2.15,70.74,66.17,Neutral,1.91,99.7563,Bullish,★★★★☆ →,7.46,0.0,4.1,No,Not expected,Imminent,2.1,Increasing,0.0,7.46,Strong trend; Healthy momentum,105.4,Low,,169.0,,-
CCEP,Consumer Defensive,90.0,-0.4,70.74,54.36,Neutral,2.31,89.1764,Neutral,★★★★☆ →,6.06,0.0,0.92,No,Not expected,Not imminent,2.1,Increasing,0.01,6.06,Healthy momentum,91.09,Low,,210.0,,-
QSR,Consumer Cyclical,68.06,-0.9,70.7,52.63,Neutral,2.31,67.8596,Neutral,★★★★☆ →,3.47,0.0,0.3,No,Not expected,Not imminent,2.0,Increasing,0.01,3.47,Balanced metrics,68.53,Low,,341.0,,-
HCA,Healthcare,477.1,0.94,70.7,66.29,Neutral,2.78,461.3646,Bullish,★★★★☆ →,3.37,0.0,3.41,No,Not expected,Not imminent,2.3,Increasing,1.0,3.37,Strong trend; Recent high,480.32,Low,,349.5,,-
SPTS,Unknown,29.27,0.03,70.66,56.76,Neutral,0.1,29.2533,Neutral,★★★★☆ →,0.1,0.0,0.06,No,Not expected,Not imminent,1.9,Increasing,0.04,0.1,Balanced metrics,29.28,Low,,665.0,,-
BDX,Healthcare,190.98,-1.07,70.62,59.33,Neutral,2.73,186.0696,Bullish,★★★★☆ →,7.72,0.0,2.64,No,Not expected,Not imminent,1.7,Increasing,0.0,7.72,Strong trend; Healthy momentum,193.93,Low,,164.0,,-
HE,Utilities,11.67,0.17,70.55,53.48,Neutral,2.68,11.5753,Neutral,★★★★☆ →,0.86,0.0,0.82,No,Not expected,Not imminent,1.6,Increasing,0.01,0.86,Balanced metrics,11.69,Low,,553.0,,-
HSBC,Financial Services,71.22,-1.85,70.44,56.68,Neutral,1.55,70.5266,Neutral,★★★★☆ →,1.79,0.0,0.98,No,Not expected,Not imminent,2.3,Increasing,0.17,1.79,Balanced metrics,71.47,Low,,463.0,,-
MIAX,Financial Services,46.81,-3.54,70.42,55.76,Neutral,4.64,46.2179,Bullish,★★★★☆ →,2.79,0.0,1.28,No,Not expected,Not imminent,2.4,Increasing,0.17,2.79,Balanced metrics,47.07,Low,,387.0,,-
CNX,Energy,36.12,-1.79,70.41,63.98,Neutral,3.17,34.7841,Bullish,★★★★☆ →,4.67,0.0,3.84,No,Not expected,Not imminent,2.1,Increasing,0.0,4.67,Strong trend,36.46,Low,,277.5,,-
ATO,Utilities,175.68,0.32,70.35,52.64,Neutral,1.7,175.4436,Neutral,★★★★☆ →,1.73,0.0,0.13,No,Not expected,Not imminent,2.2,Increasing,0.03,1.73,Balanced metrics,176.29,Low,,466.5,,-
PZA,Unknown,23.31,0.13,70.32,54.78,Neutral,0.39,23.2981,Neutral,★★★★☆ →,0.04,0.0,0.05,No,Not expected,Not imminent,1.8,Increasing,0.0,0.04,Balanced metrics,23.31,Low,,682.0,,-
MCD,Consumer Cyclical,304.9,-0.69,70.31,51.79,Neutral,1.79,303.8587,Neutral,★★★★☆ →,2.88,0.0,0.34,No,Not expected,Not imminent,1.9,Increasing,0.0,2.88,Balanced metrics,306.66,Low,,378.5,,-
GTLS,Industrials,203.54,0.0,70.31,79.75,Overbought,0.41,201.3847,Bullish,★★★★☆ ↓,2.1,0.0,1.07,Possible,Not expected,Not imminent,2.1,Increasing,0.0,2.1,Balanced metrics,204.39,High,,441.0,,-
EXPD,Industrials,142.23,2.75,70.23,72.32,Overbought,3.18,131.9334,Bullish,★★★★☆ ↓,16.14,0.0,7.8,No,Not expected,Imminent,1.8,Increasing,1.0,16.14,Strong trend; Healthy momentum; Recent high,146.82,High,,53.0,,-
FRSH,Technology,11.78,-2.73,70.21,55.7,Neutral,3.76,11.471,Bullish,★★★★☆ →,5.37,0.0,2.69,No,Not expected,Not imminent,1.5,Increasing,0.0,5.37,Strong trend; Healthy momentum,11.91,Low,,239.5,,-
ALL,Financial Services,209.21,-2.38,70.2,61.44,Neutral,1.99,202.6734,Bullish,★★★★☆ →,9.39,0.0,3.23,No,Not expected,Not imminent,2.0,Increasing,0.02,9.39,Strong trend; Healthy momentum,213.14,Low,,129.0,,-
MPC,Energy,195.97,-2.01,70.17,54.18,Neutral,3.54,193.6436,Bullish,★★★★☆ →,0.09,0.0,1.2,No,Not expected,Not imminent,2.6,Increasing,0.14,0.09,Balanced metrics,196.01,Low,,668.0,,-
SCHD,Unknown,27.0,-0.88,70.14,51.9,Neutral,1.1,26.9328,Neutral,★★★★☆ →,2.0,0.0,0.25,No,Not expected,Not imminent,1.5,Increasing,0.0,2.0,Balanced metrics,27.11,Low,,452.5,,-
IRT,Real Estate,16.37,-1.15,70.05,51.55,Neutral,2.43,16.2857,Neutral,★★★★☆ →,2.31,0.0,0.52,No,Not expected,Not imminent,1.6,Increasing,0.0,2.31,Balanced metrics,16.45,Low,,420.0,,-
CSCO,Technology,77.78,-0.28,70.0,71.61,Overbought,2.58,73.1297,Bullish,★★★★☆ ↓,4.47,0.0,6.36,No,Not expected,Not imminent,2.2,Increasing,0.25,4.47,Strong trend,78.48,High,,287.0,,-
XBI,Unknown,114.83,0.72,69.95,66.04,Neutral,2.46,110.576,Bullish,★★★★☆ →,4.52,0.0,3.85,No,Not expected,Not imminent,2.1,Increasing,1.0,4.52,Strong trend; Recent high,115.87,Low,,283.0,,-
HST,Real Estate,17.23,-2.05,69.9,53.52,Neutral,2.9,17.0978,Neutral,★★★★☆ →,6.82,0.0,0.77,No,Not expected,Not imminent,1.7,Increasing,0.12,6.82,Healthy momentum,17.47,Low,,182.0,,-
RNGTU,Unknown,10.2,0.2,69.88,64.05,Neutral,0.22,10.1779,Neutral,★★★★☆ →,0.0,0.0,0.22,No,Not expected,Not imminent,1.9,Decreasing,0.03,0.0,Balanced metrics,,Low,,695.0,,-
BKLN,Unknown,20.95,0.0,69.87,68.96,Neutral,0.16,20.9022,Neutral,★★★★☆ →,0.24,0.0,0.23,No,Not expected,Not imminent,1.9,Decreasing,0.14,0.24,Balanced metrics,20.96,Low,,623.0,,-
CNQ,Energy,33.33,-0.71,69.85,64.85,Neutral,2.26,32.0967,Bullish,★★★★☆ →,4.25,0.0,3.84,No,Not expected,Not imminent,2.1,Increasing,0.01,4.25,Strong trend,33.61,Low,,295.5,,-
MBX,Healthcare,25.61,3.31,69.8,71.35,Overbought,8.88,21.8524,Bullish,★★★★☆ ↓,24.26,0.0,17.2,No,Likely soon,Not imminent,2.3,Increasing,1.0,24.26,Strong trend; Healthy momentum; Recent high,26.85,High,,25.0,,-
EVRG,Utilities,77.12,0.85,69.79,52.92,Neutral,1.5,76.8424,Neutral,★★★★☆ →,-0.19,0.0,0.36,No,Not expected,Not imminent,2.1,Increasing,0.04,-0.19,Balanced metrics,77.09,Low,,751.5,,-
STNG,Energy,61.57,-0.45,69.74,55.36,Neutral,3.48,61.1437,Neutral,★★★★☆ →,-0.08,0.0,0.7,No,Not expected,Not imminent,2.0,Increasing,0.12,-0.08,Balanced metrics,61.56,Low,,722.0,,-
CTRA,Energy,25.97,-1.4,69.68,62.51,Neutral,2.62,25.0726,Bullish,★★★★☆ →,7.38,0.0,3.58,No,Not expected,Not imminent,2.1,Increasing,0.0,7.38,Strong trend; Healthy momentum,26.35,Low,,171.0,,-
INCY,Healthcare,104.17,0.02,69.61,67.32,Neutral,3.98,99.9421,Bullish,★★★★☆ →,2.56,0.0,4.23,No,Not expected,Not imminent,2.1,Increasing,0.17,2.56,Strong trend,104.7,Low,,401.0,,-
RY,Financial Services,147.13,0.39,69.6,52.72,Neutral,1.33,146.7467,Neutral,★★★★☆ →,-0.19,0.0,0.26,No,Not expected,Not imminent,2.0,Increasing,0.05,-0.19,Balanced metrics,147.07,Low,,751.5,,-
DVN,Energy,35.07,-2.15,69.59,60.08,Neutral,2.9,33.8748,Bullish,★★★★☆ →,6.86,0.0,3.53,No,Not expected,Not imminent,2.3,Increasing,0.0,6.86,Strong trend; Healthy momentum,35.55,Low,,180.0,,-
ENB,Energy,47.75,-0.27,69.59,50.75,Neutral,1.77,47.6537,Neutral,★★★★☆ →,2.42,0.0,0.2,No,Not expected,Not imminent,2.1,Increasing,0.02,2.42,Balanced metrics,47.98,Low,,408.0,,-
TRNO,Real Estate,60.04,-1.15,69.55,52.33,Neutral,2.39,59.8963,Neutral,★★★★☆ →,3.93,0.0,0.24,No,Not expected,Not imminent,1.7,Increasing,0.0,3.93,Balanced metrics,60.51,Low,,320.5,,-
CPRX,Healthcare,22.56,-2.67,69.54,60.49,Neutral,4.0,21.8069,Bullish,★★★★☆ →,5.22,0.0,3.45,No,Not expected,Not imminent,1.9,Increasing,0.01,5.22,Strong trend; Healthy momentum,22.8,Low,,247.0,,-
SHEL,Energy,75.4,-0.48,69.46,57.79,Neutral,1.42,74.4806,Bullish,★★★★☆ →,2.32,0.0,1.23,No,Not expected,Not imminent,2.1,Decreasing,0.14,2.32,Balanced metrics,75.75,Low,,419.0,,-
PINC,Healthcare,28.19,0.0,69.45,62.97,Neutral,0.17,28.0928,Neutral,★★★★☆ →,0.0,0.0,0.35,No,Not expected,Not imminent,2.0,Decreasing,0.02,0.0,Balanced metrics,,Low,,695.0,,-
SPG,Real Estate,180.99,-0.95,69.36,51.32,Neutral,1.87,180.8875,Neutral,★★★★☆ →,2.45,0.0,0.06,No,Not expected,Not imminent,1.8,Increasing,0.02,2.45,Balanced metrics,181.88,Low,,406.0,,-
PTNM,Consumer Defensive,10.39,0.0,69.3,62.75,Neutral,0.0,10.3029,Neutral,★★★★☆ →,0.0,0.0,0.85,No,Not expected,Not imminent,3.2,Stable,0.01,0.0,Balanced metrics,,Low,,695.0,,-
DOG,Unknown,24.37,1.2,69.25,56.47,Neutral,1.16,24.0499,Bullish,★★★★☆ →,1.71,0.0,1.33,No,Not expected,Not imminent,2.0,Increasing,0.0,1.71,Balanced metrics,24.45,Low,,471.0,,-
FNF,Financial Services,57.17,-1.87,69.23,50.93,Neutral,2.38,57.0102,Neutral,★★★★☆ →,3.25,0.0,0.28,No,Not expected,Not imminent,1.9,Increasing,0.0,3.25,Balanced metrics,57.54,Low,,356.0,,-
UGI,Utilities,34.71,-0.37,69.21,65.73,Neutral,1.77,33.9595,Bullish,★★★★☆ →,3.67,0.0,2.21,No,Not expected,Not imminent,2.4,Decreasing,0.01,3.67,Balanced metrics,34.96,Low,,333.0,,-
MRX,Financial Services,33.43,-2.28,69.19,56.42,Neutral,3.29,32.6367,Bullish,★★★★☆ →,7.84,0.0,2.43,No,Not expected,Not imminent,2.1,Increasing,0.01,7.84,Healthy momentum,33.95,Low,,158.5,,-
TRGP,Energy,168.32,-2.76,69.14,57.51,Neutral,3.25,163.7518,Bullish,★★★★☆ →,7.84,0.0,2.79,No,Not expected,Not imminent,1.8,Increasing,0.0,7.84,Strong trend; Healthy momentum,170.96,Low,,158.5,,-
CIEN,Technology,191.78,0.04,69.13,57.48,Neutral,5.39,188.9905,Bullish,★★★★☆ →,1.17,0.0,1.48,No,Not expected,Not imminent,2.6,Increasing,0.17,1.17,Balanced metrics,192.23,High,,522.5,,-
QMMM,Communication Services,119.4,0.0,69.12,62.53,Neutral,0.0,118.1424,Bullish,★★★★☆ →,0.0,0.0,1.06,No,Not expected,Not imminent,2.9,Stable,0.01,0.0,Balanced metrics,,Low,,695.0,,-
SU,Energy,44.41,0.11,69.09,72.33,Overbought,2.19,42.0202,Bullish,★★★★☆ ↓,12.06,0.0,5.69,No,Not expected,Not imminent,2.2,Increasing,1.0,12.06,Strong trend; Healthy momentum; Recent high,45.48,High,,91.0,,-
EMLC,Unknown,25.56,-0.08,69.08,60.37,Neutral,0.32,25.4609,Neutral,★★★★☆ →,0.75,0.0,0.39,No,Not expected,Not imminent,2.1,Decreasing,0.2,0.75,Balanced metrics,25.6,Low,,566.5,,-
MTSI,Technology,159.83,-1.64,69.0,56.78,Neutral,4.93,155.6991,Bullish,★★★★☆ →,6.42,0.0,2.65,No,Not expected,Not imminent,2.0,Increasing,0.12,6.42,Strong trend; Healthy momentum,161.88,Low,,195.0,,-
CHWY,Consumer Cyclical,34.67,3.4,68.94,48.39,Neutral,3.86,34.4288,Neutral,★★★★☆ →,5.32,0.0,0.7,No,Not expected,Not imminent,1.9,Increasing,0.01,5.32,Healthy momentum,35.04,Low,,244.0,,-
FSK,Financial Services,15.31,-1.8,68.92,50.24,Neutral,2.36,15.2828,Neutral,★★★★☆ →,1.32,0.0,0.18,No,Not expected,Not imminent,2.5,Increasing,0.0,1.32,Balanced metrics,15.35,Low,,505.0,,-
SDOW,Unknown,35.48,3.59,68.9,55.56,Neutral,3.35,34.2257,Bullish,★★★★☆ →,4.82,0.0,3.66,No,Not expected,Not imminent,2.0,Increasing,0.0,4.82,Strong trend,35.82,Low,,270.5,,-
OHI,Real Estate,44.18,0.48,68.86,68.2,Neutral,2.31,42.3856,Bullish,★★★★☆ →,5.24,0.0,4.23,No,Not expected,Not imminent,1.9,Increasing,1.0,5.24,Strong trend; Healthy momentum; Recent high,44.64,Low,,245.5,,-
CNP,Utilities,40.18,1.11,68.86,63.93,Neutral,1.45,39.3959,Bullish,★★★★☆ →,4.58,0.0,1.99,No,Not expected,Not imminent,2.0,Decreasing,0.03,4.58,Balanced metrics,40.55,Low,,281.0,,-
AMLP,Unknown,46.58,-0.79,68.84,58.74,Neutral,1.11,46.0612,Bullish,★★★★☆ →,2.06,0.0,1.13,No,Not expected,Not imminent,1.8,Decreasing,0.0,2.06,Balanced metrics,46.77,Low,,444.5,,-
AMGN,Healthcare,341.71,1.48,68.8,78.07,Overbought,2.79,316.4905,Bullish,★★★★☆ ↓,15.33,0.0,7.97,Possible,Not expected,Not imminent,2.0,Increasing,1.0,15.33,Strong trend; Healthy momentum; Recent high,352.19,High,,57.0,,-
SMFG,Financial Services,17.31,-0.97,68.73,66.65,Neutral,1.76,16.5059,Bullish,★★★★☆ →,5.87,0.0,4.87,No,Not expected,Not imminent,1.8,Increasing,0.25,5.87,Strong trend; Healthy momentum,17.51,Low,,216.0,,-
HOLX,Healthcare,74.14,-0.01,68.71,66.3,Neutral,0.33,73.333,Bullish,★★★★☆ →,0.11,0.0,1.1,No,Not expected,Not imminent,1.8,Decreasing,0.0,0.11,Balanced metrics,74.16,Low,,661.0,,-
FYBR,Communication Services,37.81,0.0,68.7,60.4,Neutral,0.34,37.7346,Neutral,★★★★☆ →,0.32,0.0,0.2,No,Not expected,Not imminent,2.0,Decreasing,0.17,0.32,Balanced metrics,37.83,Low,,606.0,,-
ROL,Consumer Cyclical,57.96,-0.45,68.69,52.63,Neutral,2.49,57.7324,Neutral,★★★★☆ →,-0.61,0.0,0.39,No,Not expected,Not imminent,2.0,Increasing,0.08,-0.61,Balanced metrics,57.89,Low,,823.5,,-
AM,Energy,17.82,-1.87,68.68,48.99,Neutral,2.21,17.8189,Neutral,★★★★☆ →,2.0,0.0,0.01,No,Not expected,Not imminent,2.0,Increasing,0.02,2.0,Balanced metrics,17.89,Low,,452.5,,-
CPT,Real Estate,102.15,-0.5,68.68,48.95,Neutral,2.09,102.1465,Neutral,★★★★☆ →,2.16,0.0,0.0,No,Not expected,Not imminent,1.8,Increasing,0.0,2.16,Balanced metrics,102.59,Low,,434.0,,-
FE,Utilities,46.56,1.35,68.67,59.22,Neutral,1.37,45.9241,Bullish,★★★★☆ →,2.12,0.0,1.38,No,Not expected,Not imminent,1.9,Decreasing,0.03,2.12,Balanced metrics,46.76,Low,,438.0,,-
DX,Real Estate,13.5,-0.66,68.64,58.04,Neutral,1.56,13.3954,Neutral,★★★★☆ →,1.66,0.0,0.78,No,Not expected,Not imminent,2.3,Decreasing,0.14,1.66,Balanced metrics,13.54,Low,,474.0,,-
SBAC,Real Estate,195.78,-0.73,68.58,50.7,Neutral,2.39,195.4699,Neutral,★★★★☆ →,1.73,0.0,0.16,No,Not expected,Not imminent,1.8,Increasing,0.0,1.73,Balanced metrics,196.46,Low,,466.5,,-
NTRA,Healthcare,206.04,0.86,68.57,65.32,Neutral,4.02,197.2018,Bullish,★★★★☆ →,3.94,0.0,4.48,No,Not expected,Not imminent,1.9,Increasing,0.17,3.94,Strong trend,207.66,Low,,319.0,,-
GOOG,Communication Services,285.6,3.11,68.56,61.95,Neutral,3.26,275.9491,Bullish,★★★★☆ →,0.52,0.0,3.5,No,Not expected,Not imminent,2.4,Increasing,0.14,0.52,Strong trend,285.9,Low,,580.5,,-
DD,Basic Materials,38.65,-2.67,68.5,62.06,Neutral,3.38,37.4848,Bullish,★★★★☆ →,11.42,0.0,3.11,No,Not expected,Not imminent,2.1,Increasing,0.17,11.42,Strong trend; Healthy momentum,39.53,Low,,103.0,,-
DOLE,Consumer Defensive,14.04,0.65,68.38,70.89,Overbought,2.62,13.4014,Bullish,★★★★☆ ↓,10.38,0.0,4.76,No,Not expected,Not imminent,2.2,Increasing,0.0,10.38,Strong trend; Healthy momentum,14.33,High,,118.0,,-
MUR,Energy,29.49,-3.18,68.37,55.53,Neutral,4.08,28.6602,Bullish,★★★★☆ →,6.58,0.0,2.9,No,Not expected,Not imminent,2.1,Increasing,0.0,6.58,Strong trend; Healthy momentum,29.88,Low,,192.5,,-
SLDE,Financial Services,16.36,-2.39,68.37,55.17,Neutral,4.31,16.2038,Neutral,★★★★☆ →,1.49,0.0,0.96,No,Not expected,Not imminent,1.7,Increasing,0.01,1.49,Balanced metrics,16.41,Low,,491.5,,-
CWEN,Utilities,36.32,0.92,68.37,79.0,Overbought,2.59,33.9343,Bullish,★★★★☆ ↓,11.75,0.0,7.03,Possible,Not expected,Imminent,2.2,Increasing,1.0,11.75,Strong trend; Healthy momentum; Recent high,37.17,High,,97.0,,-
SRE,Utilities,92.2,0.22,68.36,53.35,Neutral,2.08,92.185,Neutral,★★★★☆ →,-0.41,0.0,0.02,No,Not expected,Not imminent,2.1,Increasing,0.02,-0.41,Balanced metrics,92.12,Low,,779.0,,-
BSV,Unknown,78.77,0.01,68.36,52.27,Neutral,0.13,78.7682,Neutral,★★★★☆ →,0.08,0.0,0.0,No,Not expected,Not imminent,1.9,Increasing,0.03,0.08,Balanced metrics,78.78,Low,,672.5,,-
GOOGL,Communication Services,285.02,3.11,68.29,61.72,Neutral,3.32,275.3493,Bullish,★★★★☆ →,0.46,0.0,3.51,No,Not expected,Not imminent,2.3,Increasing,0.14,0.46,Strong trend,285.28,Low,,589.0,,-
CAH,Healthcare,206.18,0.39,68.29,85.87,Overbought,3.26,189.969,Bullish,★★★★☆ ↓,8.39,0.0,8.53,Possible,Likely soon,Not imminent,2.3,Increasing,1.0,8.39,Strong trend; Healthy momentum; Recent high,209.64,High,,146.0,,-
CBOE,Financial Services,257.87,-0.19,68.28,65.65,Neutral,2.21,250.8419,Bullish,★★★★☆ →,4.43,0.0,2.8,No,Not expected,Not imminent,2.2,Decreasing,0.17,4.43,Strong trend,260.15,Low,,288.0,,-
CDP,Real Estate,28.65,-0.93,68.26,50.62,Neutral,1.97,28.6403,Neutral,★★★★☆ →,1.06,0.0,0.03,No,Not expected,Not imminent,1.7,Increasing,0.0,1.06,Balanced metrics,28.71,Low,,534.5,,-
AR,Energy,33.64,-2.1,68.24,53.31,Neutral,4.16,33.2641,Bullish,★★★★☆ →,1.51,0.0,1.13,No,Not expected,Not imminent,2.0,Increasing,0.01,1.51,Balanced metrics,33.74,Low,,486.0,,-
EW,Healthcare,84.74,-1.81,68.24,63.94,Neutral,2.57,82.5307,Bullish,★★★★☆ →,2.01,0.0,2.68,No,Not expected,Not imminent,2.0,Decreasing,0.25,2.01,Strong trend,85.08,Low,,450.5,,-
NYT,Communication Services,62.97,-1.52,68.23,70.33,Overbought,2.4,60.1712,Bullish,★★★★☆ ↓,10.36,0.0,4.65,No,Not expected,Not imminent,2.3,Increasing,0.2,10.36,Strong trend; Healthy momentum,64.27,High,,119.0,,-
DK,Energy,39.96,-1.77,68.22,60.65,Neutral,6.35,38.5387,Bullish,★★★★☆ →,3.39,0.0,3.69,No,Not expected,Not imminent,2.1,Increasing,0.14,3.39,Strong trend,40.23,High,,347.5,,-
NNN,Real Estate,41.04,-0.48,68.19,50.16,Neutral,1.95,40.9407,Neutral,★★★★☆ →,0.37,0.0,0.24,No,Not expected,Not imminent,1.8,Increasing,0.01,0.37,Balanced metrics,41.07,Low,,597.0,,-
DUK,Utilities,125.18,2.01,68.15,57.75,Neutral,1.41,123.5944,Bullish,★★★★☆ →,2.1,0.0,1.28,No,Not expected,Not imminent,1.9,Decreasing,0.04,2.1,Balanced metrics,125.71,Low,,441.0,,-
SNY,Healthcare,51.78,-0.69,68.1,60.13,Neutral,1.62,50.6852,Bullish,★★★★☆ →,3.46,0.0,2.16,No,Not expected,Not imminent,1.9,Decreasing,0.0,3.46,Balanced metrics,52.14,Low,,342.0,,-
NE,Energy,29.94,-1.25,68.01,54.25,Neutral,4.1,29.4629,Bullish,★★★★☆ →,0.37,0.0,1.62,No,Not expected,Not imminent,1.8,Increasing,0.0,0.37,Balanced metrics,29.96,Low,,597.0,,-
HDB,Financial Services,36.84,1.1,68.0,58.37,Neutral,1.45,36.2685,Bullish,★★★★☆ →,0.93,0.0,1.58,No,Not expected,Not imminent,1.8,Decreasing,0.01,0.93,Balanced metrics,36.91,Low,,547.0,,-
TSN,Consumer Defensive,53.11,-1.61,67.99,50.31,Neutral,2.65,53.0673,Neutral,★★★★☆ →,2.87,0.0,0.08,No,Not expected,Not imminent,1.6,Increasing,0.0,2.87,Balanced metrics,53.41,Low,,380.0,,-
RVMD,Healthcare,69.14,2.05,67.91,83.01,Overbought,3.65,60.4563,Bullish,★★★★☆ ↓,16.53,0.0,14.36,Possible,Likely soon,Imminent,1.7,Increasing,1.0,16.53,Strong trend; Healthy momentum; Recent high,71.43,High,,51.0,,-
